comment_id,issue_key,author,comment_date,comment
COM-01354,BANK-74,user0020,2026-05-21,Le client demande une modification.
COM-01355,DATA-3415,user0041,2025-12-29,Tests complémentaires nécessaires.
COM-01356,BANK-3585,user0039,2026-07-29,La fonctionnalité est prête pour les tests.
COM-01357,SEC-2689,user0040,2026-03-30,Correction proposée dans la prochaine version.
COM-01358,CRM-3256,user0045,2026-01-07,Attention au délai prévu.
COM-01359,SEC-2753,user0017,2026-09-10,La fonctionnalité est prête pour les tests.
COM-01360,CRM-2645,user0050,2025-09-17,Le problème est reproduit en environnement de test.
COM-01361,PORTAL-553,user0034,2026-05-07,Le développement avance correctement.
COM-01362,CRM-4481,user0046,2026-05-20,La fonctionnalité est prête pour les tests.
COM-01363,SEC-4751,user0022,2026-02-13,Le client demande une modification.
COM-01364,SEC-2175,user0034,2026-04-08,Attention au délai prévu.
COM-01365,BI-1934,user0020,2025-10-31,Le problème semble corrigé.
COM-01366,BANK-3962,user0005,2026-07-12,Le problème semble corrigé.
COM-01367,PORTAL-1821,user0012,2026-02-02,Tests complémentaires nécessaires.
COM-01368,PORTAL-2723,user0003,2026-06-16,Attention au délai prévu.
COM-01369,PORTAL-211,user0035,2026-07-02,Il faut vérifier ce comportement.
COM-01370,PORTAL-391,user0040,2026-03-03,Tests complémentaires nécessaires.
COM-01371,BANK-4105,user0020,2026-04-14,La fonctionnalité est prête pour les tests.
COM-01372,CLOUD-1442,user0045,2026-04-04,Besoin de plus d'informations.
COM-01373,PORTAL-3396,user0006,2026-06-04,Tests complémentaires nécessaires.
COM-01374,ERP-4435,user0046,2026-05-21,Le problème semble corrigé.
COM-01375,SEC-80,user0012,2026-05-03,Le client demande une modification.
COM-01376,MOB-1270,user0031,2026-04-12,Le client demande une modification.
COM-01377,ECOM-1752,user0018,2026-03-22,Il faut vérifier ce comportement.
COM-01378,CLOUD-4307,user0017,2026-08-31,Le problème est reproduit en environnement de test.
COM-01379,DATA-2194,user0014,2025-11-24,La fonctionnalité est prête pour les tests.
COM-01380,PORTAL-158,user0017,2026-04-09,Le problème semble corrigé.
COM-01381,CLOUD-910,user0050,2026-05-11,Le client demande une modification.
COM-01382,ECOM-4458,user0023,2026-01-06,Correction proposée dans la prochaine version.
COM-01383,SEC-4912,user0044,2025-12-12,Attention au délai prévu.
COM-01384,ECOM-4175,user0013,2026-02-14,Il faut vérifier ce comportement.
COM-01385,BANK-4498,user0024,2026-08-15,Tests complémentaires nécessaires.
COM-01386,BI-1388,user0018,2026-04-12,Tests complémentaires nécessaires.
COM-01387,PORTAL-1971,user0018,2026-05-23,Besoin de plus d'informations.
COM-01388,CLOUD-1825,user0032,2025-12-29,Le problème est reproduit en environnement de test.
COM-01389,PORTAL-2617,user0050,2026-06-05,Besoin de plus d'informations.
COM-01390,BI-3638,user0013,2025-10-23,Le développement avance correctement.
COM-01391,ERP-3584,user0015,2026-04-03,Le problème semble corrigé.
COM-01392,SEC-3061,user0024,2026-07-31,Attention au délai prévu.
COM-01393,CLOUD-558,user0043,2026-06-09,Tests complémentaires nécessaires.
COM-01394,BI-333,user0035,2025-12-24,Le développement avance correctement.
COM-01395,MOB-3169,user0016,2025-09-24,Le client demande une modification.
COM-01396,BI-1319,user0046,2026-03-25,La fonctionnalité est prête pour les tests.
COM-01397,CRM-4491,user0031,2026-05-07,Tests complémentaires nécessaires.
COM-01398,BI-3842,user0029,2026-08-08,Le problème est reproduit en environnement de test.
COM-01399,SEC-3086,user0012,2026-02-16,La fonctionnalité est prête pour les tests.
COM-01400,DATA-4014,user0027,2026-08-29,Le problème est reproduit en environnement de test.
COM-01401,CRM-1083,user0037,2026-03-27,Besoin de plus d'informations.
COM-01402,ECOM-4110,user0011,2026-05-26,Le client demande une modification.
COM-01403,SEC-4201,user0039,2026-05-12,Il faut vérifier ce comportement.
COM-01404,BI-4507,user0009,2026-06-19,Le client demande une modification.
COM-01405,BANK-2648,user0024,2026-04-02,Correction proposée dans la prochaine version.
COM-01406,CLOUD-3637,user0011,2026-01-16,Le client demande une modification.
COM-01407,SEC-1262,user0003,2026-05-17,Le développement avance correctement.
COM-01408,BI-4991,user0011,2026-04-07,Tests complémentaires nécessaires.
COM-01409,CLOUD-4908,user0027,2025-09-29,Tests complémentaires nécessaires.
COM-01410,CLOUD-2826,user0010,2026-03-10,Le problème semble corrigé.
COM-01411,CRM-49,user0032,2026-05-03,Le développement avance correctement.
COM-01412,SEC-3953,user0047,2026-02-22,Besoin de plus d'informations.
COM-01413,BANK-565,user0034,2026-03-18,Le problème semble corrigé.
COM-01414,ERP-754,user0022,2026-08-22,Le problème semble corrigé.
COM-01415,SEC-2582,user0035,2026-04-09,Le problème est reproduit en environnement de test.
COM-01416,SEC-1211,user0030,2025-11-28,Tests complémentaires nécessaires.
COM-01417,BANK-1688,user0024,2026-02-17,Attention au délai prévu.
COM-01418,MOB-1173,user0022,2025-12-23,La fonctionnalité est prête pour les tests.
COM-01419,PORTAL-4837,user0006,2026-08-11,Attention au délai prévu.
COM-01420,SEC-2716,user0020,2026-06-24,Correction proposée dans la prochaine version.
COM-01421,BI-2150,user0040,2026-01-25,Attention au délai prévu.
COM-01422,MOB-3789,user0004,2026-02-05,Tests complémentaires nécessaires.
COM-01423,DATA-4021,user0015,2026-01-18,Le problème semble corrigé.
COM-01424,BI-4977,user0014,2026-05-16,Tests complémentaires nécessaires.
COM-01425,BANK-781,user0043,2026-03-15,Il faut vérifier ce comportement.
COM-01426,SEC-1233,user0033,2025-10-19,Il faut vérifier ce comportement.
COM-01427,BI-851,user0002,2025-10-22,Il faut vérifier ce comportement.
COM-01428,CLOUD-4591,user0003,2026-03-05,Il faut vérifier ce comportement.
COM-01429,BANK-1915,user0044,2026-01-13,Le problème semble corrigé.
COM-01430,ECOM-334,user0024,2026-08-23,Le problème est reproduit en environnement de test.
COM-01431,SEC-128,user0027,2026-09-05,Correction proposée dans la prochaine version.
COM-01432,CRM-2786,user0032,2025-11-16,Le problème est reproduit en environnement de test.
COM-01433,ECOM-2231,user0016,2026-07-07,Le client demande une modification.
COM-01434,CRM-2203,user0003,2026-04-03,Le client demande une modification.
COM-01435,PORTAL-4399,user0037,2026-02-15,Le développement avance correctement.
COM-01436,CRM-1461,user0006,2026-01-15,Besoin de plus d'informations.
COM-01437,CRM-3648,user0012,2025-12-30,Le développement avance correctement.
COM-01438,ERP-3746,user0019,2025-11-02,Le client demande une modification.
COM-01439,SEC-3953,user0009,2025-09-28,Le problème est reproduit en environnement de test.
COM-01440,SEC-3883,user0028,2026-08-22,Le client demande une modification.
COM-01441,SEC-2031,user0037,2025-10-11,Il faut vérifier ce comportement.
COM-01442,ECOM-913,user0031,2026-05-09,Le problème est reproduit en environnement de test.
COM-01443,BI-1363,user0036,2025-09-30,Correction proposée dans la prochaine version.
COM-01444,SEC-3653,user0021,2026-04-30,Il faut vérifier ce comportement.
COM-01445,BANK-4744,user0035,2026-09-14,Le problème est reproduit en environnement de test.
COM-01446,DATA-4180,user0049,2026-03-01,Besoin de plus d'informations.
COM-01447,SEC-65,user0050,2026-07-17,Le client demande une modification.
COM-01448,DATA-4331,user0021,2025-10-28,Tests complémentaires nécessaires.
COM-01449,BI-2844,user0039,2026-05-21,Correction proposée dans la prochaine version.
COM-01450,DATA-4317,user0037,2026-06-09,Besoin de plus d'informations.
COM-01451,BANK-4519,user0031,2026-01-18,Le problème est reproduit en environnement de test.
COM-01452,ERP-3073,user0007,2026-01-03,Tests complémentaires nécessaires.
COM-01453,BI-3546,user0038,2026-07-26,Besoin de plus d'informations.
COM-01454,MOB-603,user0047,2026-05-15,Attention au délai prévu.
COM-01455,DATA-4331,user0029,2025-11-22,Besoin de plus d'informations.
COM-01456,ERP-2818,user0017,2025-11-29,Il faut vérifier ce comportement.
COM-01457,BI-703,user0034,2026-02-17,Le client demande une modification.
COM-01458,SEC-4087,user0026,2026-01-01,Le problème est reproduit en environnement de test.
COM-01459,CLOUD-4854,user0029,2026-03-25,Le client demande une modification.
COM-01460,ECOM-4695,user0017,2026-08-13,Tests complémentaires nécessaires.
COM-01461,BI-3671,user0048,2026-06-10,Tests complémentaires nécessaires.
COM-01462,CRM-762,user0026,2026-08-10,Il faut vérifier ce comportement.
COM-01463,MOB-3957,user0006,2026-03-20,Le développement avance correctement.
COM-01464,MOB-1466,user0045,2026-06-08,Besoin de plus d'informations.
COM-01465,BI-3521,user0042,2026-07-01,Correction proposée dans la prochaine version.
COM-01466,ECOM-123,user0038,2026-09-13,Le développement avance correctement.
COM-01467,ECOM-913,user0049,2026-03-27,La fonctionnalité est prête pour les tests.
COM-01468,PORTAL-3995,user0015,2026-05-03,Le développement avance correctement.
COM-01469,BANK-2416,user0023,2026-07-13,Le problème est reproduit en environnement de test.
COM-01470,PORTAL-1539,user0006,2026-05-22,Tests complémentaires nécessaires.
COM-01471,ECOM-820,user0013,2026-04-17,Le client demande une modification.
COM-01472,SEC-1721,user0047,2026-05-06,Besoin de plus d'informations.
COM-01473,CLOUD-2569,user0031,2026-02-04,Le client demande une modification.
COM-01474,BI-3356,user0032,2026-01-29,Attention au délai prévu.
COM-01475,ECOM-3110,user0021,2026-05-23,Le client demande une modification.
COM-01476,BI-1195,user0004,2026-01-11,Tests complémentaires nécessaires.
COM-01477,DATA-4382,user0026,2026-08-11,Attention au délai prévu.
COM-01478,MOB-3209,user0019,2025-11-29,La fonctionnalité est prête pour les tests.
COM-01479,ERP-496,user0029,2025-10-04,Le développement avance correctement.
COM-01480,ERP-4054,user0013,2025-10-16,Il faut vérifier ce comportement.
COM-01481,BANK-4207,user0005,2026-03-29,Le client demande une modification.
COM-01482,PORTAL-2197,user0047,2025-12-09,Le problème est reproduit en environnement de test.
COM-01483,SEC-587,user0002,2026-07-12,Le problème est reproduit en environnement de test.
COM-01484,DATA-4,user0038,2026-06-09,Le développement avance correctement.
COM-01485,MOB-739,user0026,2026-03-24,Besoin de plus d'informations.
COM-01486,ECOM-2357,user0020,2025-10-27,Correction proposée dans la prochaine version.
COM-01487,BANK-3119,user0045,2026-06-14,Il faut vérifier ce comportement.
COM-01488,BI-1846,user0021,2025-12-06,Correction proposée dans la prochaine version.
COM-01489,PORTAL-4280,user0021,2026-07-18,Le problème semble corrigé.
COM-01490,ERP-1044,user0019,2026-06-19,Le développement avance correctement.
COM-01491,CRM-3530,user0034,2026-08-30,La fonctionnalité est prête pour les tests.
COM-01492,ECOM-4547,user0036,2026-03-01,Tests complémentaires nécessaires.
COM-01493,DATA-1708,user0045,2026-06-14,Le problème semble corrigé.
COM-01494,MOB-733,user0044,2026-01-07,Correction proposée dans la prochaine version.
COM-01495,ERP-2738,user0050,2026-02-08,Le problème est reproduit en environnement de test.
COM-01496,BI-2077,user0026,2025-12-10,Le problème est reproduit en environnement de test.
COM-01497,ERP-2232,user0029,2025-12-10,Le développement avance correctement.
COM-01498,CLOUD-1521,user0005,2026-02-08,Besoin de plus d'informations.
COM-01499,CLOUD-3675,user0004,2026-05-10,Le problème est reproduit en environnement de test.
COM-01500,PORTAL-2715,user0013,2026-06-23,Le problème semble corrigé.
COM-01501,BI-1961,user0044,2026-06-14,Attention au délai prévu.
COM-01502,PORTAL-4757,user0032,2026-08-18,Besoin de plus d'informations.
COM-01503,CLOUD-4854,user0007,2026-04-27,Le développement avance correctement.
COM-01504,BI-4898,user0039,2026-04-10,Le problème est reproduit en environnement de test.
COM-01505,BANK-1086,user0001,2026-02-15,Le problème semble corrigé.
COM-01506,SEC-4932,user0026,2026-05-27,Tests complémentaires nécessaires.
COM-01507,CLOUD-2986,user0033,2026-04-07,Le problème est reproduit en environnement de test.
COM-01508,CLOUD-2979,user0005,2026-03-11,Besoin de plus d'informations.
COM-01509,CLOUD-2308,user0040,2025-11-02,Il faut vérifier ce comportement.
COM-01510,DATA-2178,user0024,2026-04-29,La fonctionnalité est prête pour les tests.
COM-01511,CLOUD-4675,user0011,2025-10-09,La fonctionnalité est prête pour les tests.
COM-01512,PORTAL-1567,user0048,2026-06-23,Le client demande une modification.
COM-01513,PORTAL-3414,user0001,2026-06-28,La fonctionnalité est prête pour les tests.
COM-01514,DATA-4434,user0047,2026-08-26,Il faut vérifier ce comportement.
COM-01515,ERP-774,user0038,2025-10-26,La fonctionnalité est prête pour les tests.
COM-01516,CLOUD-1136,user0015,2026-03-26,Attention au délai prévu.
COM-01517,BI-888,user0016,2026-02-16,Besoin de plus d'informations.
COM-01518,BANK-3597,user0021,2026-03-25,Correction proposée dans la prochaine version.
COM-01519,BI-2443,user0012,2025-12-12,Le client demande une modification.
COM-01520,SEC-2882,user0040,2026-06-17,Il faut vérifier ce comportement.
COM-01521,SEC-1216,user0023,2025-12-07,Correction proposée dans la prochaine version.
COM-01522,ECOM-3110,user0035,2026-07-08,La fonctionnalité est prête pour les tests.
COM-01523,ECOM-4483,user0028,2025-11-23,Le client demande une modification.
COM-01524,CRM-1624,user0013,2026-06-10,Il faut vérifier ce comportement.
COM-01525,ERP-975,user0018,2026-02-09,La fonctionnalité est prête pour les tests.
COM-01526,MOB-4949,user0014,2026-01-20,Tests complémentaires nécessaires.
COM-01527,ECOM-1164,user0046,2026-03-17,Le développement avance correctement.
COM-01528,BANK-4059,user0031,2026-02-02,Le développement avance correctement.
COM-01529,CLOUD-4321,user0013,2026-01-29,Tests complémentaires nécessaires.
COM-01530,BI-2985,user0042,2026-01-04,Le client demande une modification.
COM-01531,ERP-50,user0028,2026-08-08,Correction proposée dans la prochaine version.
COM-01532,PORTAL-2644,user0007,2026-04-09,Attention au délai prévu.
COM-01533,CLOUD-238,user0040,2025-11-10,Le problème semble corrigé.
COM-01534,BI-2547,user0048,2026-05-29,Il faut vérifier ce comportement.
COM-01535,CRM-2064,user0024,2026-01-03,Le client demande une modification.
COM-01536,ERP-4571,user0013,2026-03-02,Le développement avance correctement.
COM-01537,BANK-1616,user0035,2025-12-20,Attention au délai prévu.
COM-01538,DATA-506,user0048,2026-07-23,Attention au délai prévu.
COM-01539,CLOUD-2659,user0045,2025-11-23,La fonctionnalité est prête pour les tests.
COM-01540,CLOUD-718,user0010,2026-07-24,Le problème semble corrigé.
COM-01541,ERP-961,user0009,2026-02-12,Il faut vérifier ce comportement.
COM-01542,PORTAL-4324,user0018,2026-03-15,Le développement avance correctement.
COM-01543,ECOM-3986,user0025,2025-09-28,Attention au délai prévu.
COM-01544,ERP-4054,user0016,2026-05-03,Tests complémentaires nécessaires.
COM-01545,BI-259,user0019,2026-05-15,Tests complémentaires nécessaires.
COM-01546,ERP-112,user0029,2026-02-28,Le problème semble corrigé.
COM-01547,BANK-1449,user0020,2026-02-10,Correction proposée dans la prochaine version.
COM-01548,ERP-1590,user0026,2026-07-06,Il faut vérifier ce comportement.
COM-01549,SEC-3298,user0001,2026-01-16,Attention au délai prévu.
COM-01550,DATA-1633,user0004,2026-01-20,Le problème est reproduit en environnement de test.
COM-01551,PORTAL-2961,user0036,2026-02-11,Correction proposée dans la prochaine version.
COM-01552,BANK-3179,user0048,2025-09-28,Attention au délai prévu.
COM-01553,DATA-4504,user0010,2025-11-15,Le client demande une modification.
COM-01554,BANK-463,user0025,2025-10-15,Correction proposée dans la prochaine version.
COM-01555,CRM-4243,user0041,2026-03-31,Correction proposée dans la prochaine version.
COM-01556,CRM-2341,user0047,2026-05-18,Attention au délai prévu.
COM-01557,PORTAL-3473,user0005,2025-11-30,Il faut vérifier ce comportement.
COM-01558,PORTAL-4009,user0019,2025-11-27,Tests complémentaires nécessaires.
COM-01559,SEC-2959,user0015,2026-08-20,Le problème semble corrigé.
COM-01560,BI-3620,user0026,2026-01-14,Besoin de plus d'informations.
COM-01561,BANK-4664,user0034,2026-03-16,Tests complémentaires nécessaires.
COM-01562,CLOUD-3695,user0041,2026-03-27,Attention au délai prévu.
COM-01563,DATA-2481,user0019,2026-05-22,Correction proposée dans la prochaine version.
COM-01564,CLOUD-1891,user0006,2026-04-09,Le problème est reproduit en environnement de test.
COM-01565,BI-2568,user0018,2025-12-21,Besoin de plus d'informations.
COM-01566,BI-3072,user0025,2026-03-25,Le développement avance correctement.
COM-01567,DATA-4520,user0002,2026-08-20,Le développement avance correctement.
COM-01568,DATA-3715,user0040,2025-10-28,Correction proposée dans la prochaine version.
COM-01569,CRM-3851,user0026,2026-07-26,Le problème est reproduit en environnement de test.
COM-01570,SEC-1483,user0019,2025-09-25,Il faut vérifier ce comportement.
COM-01571,BI-2518,user0041,2026-05-30,Il faut vérifier ce comportement.
COM-01572,PORTAL-4416,user0046,2026-03-31,Il faut vérifier ce comportement.
COM-01573,ECOM-447,user0050,2026-02-02,Le problème est reproduit en environnement de test.
COM-01574,ECOM-2576,user0002,2026-03-28,Besoin de plus d'informations.
COM-01575,BI-4387,user0021,2026-04-20,Correction proposée dans la prochaine version.
COM-01576,DATA-3599,user0014,2026-03-27,Correction proposée dans la prochaine version.
COM-01577,ECOM-2671,user0001,2025-12-28,Le problème est reproduit en environnement de test.
COM-01578,ECOM-104,user0028,2026-08-18,Besoin de plus d'informations.
COM-01579,BI-1256,user0013,2025-12-29,Le problème semble corrigé.
COM-01580,BANK-1079,user0030,2025-11-13,Le problème semble corrigé.
COM-01581,BI-861,user0017,2026-09-14,Attention au délai prévu.
COM-01582,PORTAL-4892,user0025,2026-01-22,Besoin de plus d'informations.
COM-01583,CLOUD-3091,user0031,2026-04-04,Il faut vérifier ce comportement.
COM-01584,CLOUD-2446,user0037,2025-11-27,Le problème semble corrigé.
COM-01585,ECOM-2008,user0036,2026-07-25,Attention au délai prévu.
COM-01586,BI-2518,user0036,2025-11-27,Le problème semble corrigé.
COM-01587,SEC-3873,user0034,2026-03-27,Le problème semble corrigé.
COM-01588,SEC-3947,user0046,2026-04-16,Correction proposée dans la prochaine version.
COM-01589,ERP-4149,user0005,2026-05-26,Le problème est reproduit en environnement de test.
COM-01590,DATA-4644,user0018,2026-08-07,Attention au délai prévu.
COM-01591,SEC-3013,user0032,2025-12-23,Attention au délai prévu.
COM-01592,BANK-282,user0042,2026-04-05,Le problème est reproduit en environnement de test.
COM-01593,ECOM-2239,user0038,2025-11-13,Il faut vérifier ce comportement.
COM-01594,PORTAL-1043,user0020,2026-02-12,Attention au délai prévu.
COM-01595,CLOUD-4636,user0002,2025-11-18,Le problème est reproduit en environnement de test.
COM-01596,ECOM-3003,user0039,2026-06-20,Attention au délai prévu.
COM-01597,DATA-4382,user0006,2025-10-03,Attention au délai prévu.
COM-01598,ECOM-3488,user0020,2026-01-06,Le développement avance correctement.
COM-01599,BI-662,user0032,2026-01-24,Le client demande une modification.
COM-01600,CRM-4487,user0038,2026-08-16,Le développement avance correctement.
COM-01601,DATA-4864,user0045,2026-04-04,Le développement avance correctement.
COM-01602,CRM-945,user0046,2026-05-01,Correction proposée dans la prochaine version.
COM-01603,CLOUD-196,user0044,2026-04-15,Le problème est reproduit en environnement de test.
COM-01604,ECOM-4583,user0031,2026-06-09,Le problème semble corrigé.
COM-01605,ERP-1853,user0013,2025-10-09,Le problème est reproduit en environnement de test.
COM-01606,MOB-503,user0028,2026-08-30,Besoin de plus d'informations.
COM-01607,DATA-711,user0020,2026-01-09,Attention au délai prévu.
COM-01608,BANK-3932,user0041,2026-08-14,Le développement avance correctement.
COM-01609,CRM-1574,user0049,2026-04-06,Il faut vérifier ce comportement.
COM-01610,DATA-1088,user0033,2025-12-20,Attention au délai prévu.
COM-01611,CRM-4889,user0006,2026-09-12,Correction proposée dans la prochaine version.
COM-01612,CRM-1162,user0008,2026-04-13,Le client demande une modification.
COM-01613,CLOUD-4056,user0047,2026-05-19,La fonctionnalité est prête pour les tests.
COM-01614,ERP-1359,user0023,2026-01-03,Le problème est reproduit en environnement de test.
COM-01615,CRM-4197,user0020,2026-03-02,Correction proposée dans la prochaine version.
COM-01616,BANK-4402,user0028,2025-10-22,Correction proposée dans la prochaine version.
COM-01617,PORTAL-1519,user0010,2025-10-02,Le problème est reproduit en environnement de test.
COM-01618,DATA-582,user0031,2026-08-17,Le développement avance correctement.
COM-01619,MOB-2862,user0004,2026-07-21,Besoin de plus d'informations.
COM-01620,MOB-2731,user0030,2026-06-03,Le problème semble corrigé.
COM-01621,SEC-65,user0018,2026-07-16,Besoin de plus d'informations.
COM-01622,MOB-4620,user0042,2025-12-13,Tests complémentaires nécessaires.
COM-01623,BI-2222,user0005,2026-04-07,Le problème est reproduit en environnement de test.
COM-01624,ERP-3093,user0018,2026-04-02,Le problème est reproduit en environnement de test.
COM-01625,BANK-4563,user0034,2025-11-24,Besoin de plus d'informations.
COM-01626,BANK-4646,user0029,2025-10-04,Le développement avance correctement.
COM-01627,SEC-3010,user0048,2026-03-26,Correction proposée dans la prochaine version.
COM-01628,MOB-1175,user0027,2025-10-24,Le problème semble corrigé.
COM-01629,SEC-3153,user0027,2026-01-26,Besoin de plus d'informations.
COM-01630,PORTAL-4892,user0004,2025-12-09,Il faut vérifier ce comportement.
COM-01631,MOB-3395,user0034,2025-11-30,Attention au délai prévu.
COM-01632,PORTAL-868,user0035,2026-02-25,Il faut vérifier ce comportement.
COM-01633,CLOUD-2190,user0030,2025-10-11,Attention au délai prévu.
COM-01634,CLOUD-1129,user0009,2025-09-15,Le problème est reproduit en environnement de test.
COM-01635,BI-710,user0017,2026-03-04,Besoin de plus d'informations.
COM-01636,BI-646,user0007,2026-06-13,Tests complémentaires nécessaires.
COM-01637,ERP-2933,user0009,2025-10-01,Attention au délai prévu.
COM-01638,CLOUD-3252,user0023,2026-09-14,Correction proposée dans la prochaine version.
COM-01639,BANK-1647,user0002,2026-03-13,Attention au délai prévu.
COM-01640,CRM-3605,user0029,2026-01-03,Correction proposée dans la prochaine version.
COM-01641,BANK-2646,user0019,2026-06-07,Le client demande une modification.
COM-01642,MOB-3900,user0048,2026-08-07,La fonctionnalité est prête pour les tests.
COM-01643,PORTAL-2909,user0028,2026-04-02,Le problème semble corrigé.
COM-01644,BANK-1121,user0021,2026-02-21,Le client demande une modification.
COM-01645,ERP-1289,user0030,2026-04-16,Besoin de plus d'informations.
COM-01646,DATA-1021,user0036,2025-09-14,La fonctionnalité est prête pour les tests.
COM-01647,SEC-2567,user0005,2025-11-23,Attention au délai prévu.
COM-01648,MOB-4367,user0043,2026-06-30,Besoin de plus d'informations.
COM-01649,CLOUD-3988,user0003,2026-03-27,Le développement avance correctement.
COM-01650,DATA-522,user0036,2026-07-31,Le client demande une modification.
COM-01651,CLOUD-4469,user0018,2026-05-19,La fonctionnalité est prête pour les tests.
COM-01652,ECOM-3525,user0019,2026-03-25,Le problème semble corrigé.
COM-01653,BI-296,user0015,2026-08-20,La fonctionnalité est prête pour les tests.
COM-01654,BANK-3308,user0029,2026-04-25,Attention au délai prévu.
COM-01655,MOB-948,user0005,2026-01-23,La fonctionnalité est prête pour les tests.
COM-01656,CRM-3413,user0019,2026-04-26,Le développement avance correctement.
COM-01657,PORTAL-2596,user0035,2026-05-08,Besoin de plus d'informations.
COM-01658,PORTAL-1735,user0020,2025-11-14,Le problème est reproduit en environnement de test.
COM-01659,MOB-1330,user0045,2025-11-19,Le problème est reproduit en environnement de test.
COM-01660,MOB-2944,user0013,2025-11-18,Le problème semble corrigé.
COM-01661,ERP-3206,user0008,2026-05-25,Le problème semble corrigé.
COM-01662,MOB-1015,user0029,2026-02-14,Correction proposée dans la prochaine version.
COM-01663,PORTAL-997,user0017,2025-11-27,Correction proposée dans la prochaine version.
COM-01664,ECOM-423,user0040,2026-01-24,Le développement avance correctement.
COM-01665,CLOUD-1424,user0004,2026-03-24,Attention au délai prévu.
COM-01666,DATA-4180,user0005,2026-02-22,Le problème semble corrigé.
COM-01667,CLOUD-1773,user0028,2026-04-02,Tests complémentaires nécessaires.
COM-01668,PORTAL-979,user0009,2026-06-09,Le client demande une modification.
COM-01669,MOB-4251,user0040,2026-08-11,Besoin de plus d'informations.
COM-01670,CRM-816,user0043,2026-03-21,Correction proposée dans la prochaine version.
COM-01671,CRM-4039,user0014,2026-01-22,Le problème semble corrigé.
COM-01672,MOB-4452,user0048,2026-08-21,Besoin de plus d'informations.
COM-01673,BI-1259,user0017,2026-07-17,Le développement avance correctement.
COM-01674,CLOUD-261,user0009,2026-06-05,Le client demande une modification.
COM-01675,DATA-1981,user0010,2025-11-24,Le client demande une modification.
COM-01676,ERP-50,user0022,2026-03-03,Le développement avance correctement.
COM-01677,CLOUD-2179,user0037,2026-04-08,Il faut vérifier ce comportement.
COM-01678,MOB-815,user0016,2026-02-26,Le problème semble corrigé.
COM-01679,BI-389,user0048,2026-07-05,Le problème semble corrigé.
COM-01680,ERP-588,user0042,2025-12-20,Le problème semble corrigé.
COM-01681,CRM-650,user0015,2026-07-27,Besoin de plus d'informations.
COM-01682,ERP-4685,user0030,2025-11-20,Le problème est reproduit en environnement de test.
COM-01683,CLOUD-2301,user0041,2025-11-09,Il faut vérifier ce comportement.
COM-01684,CRM-3676,user0017,2025-10-18,Le problème est reproduit en environnement de test.
COM-01685,ECOM-1062,user0043,2026-01-15,Attention au délai prévu.
COM-01686,BI-2598,user0017,2026-07-27,Le problème semble corrigé.
COM-01687,DATA-4382,user0022,2026-02-06,Il faut vérifier ce comportement.
COM-01688,SEC-439,user0007,2026-06-26,Le développement avance correctement.
COM-01689,ERP-1035,user0005,2026-09-02,Il faut vérifier ce comportement.
COM-01690,PORTAL-1807,user0043,2026-03-28,Correction proposée dans la prochaine version.
COM-01691,SEC-2204,user0003,2026-03-05,Besoin de plus d'informations.
COM-01692,SEC-4143,user0005,2026-07-18,Le client demande une modification.
COM-01693,CLOUD-1469,user0028,2026-06-19,Attention au délai prévu.
COM-01694,ERP-2027,user0012,2026-07-06,Besoin de plus d'informations.
COM-01695,PORTAL-2573,user0037,2026-06-01,Correction proposée dans la prochaine version.
COM-01696,ECOM-2166,user0033,2025-10-11,Besoin de plus d'informations.
COM-01697,BI-2625,user0024,2026-04-28,Correction proposée dans la prochaine version.
COM-01698,DATA-2669,user0043,2025-09-17,La fonctionnalité est prête pour les tests.
COM-01699,CRM-4061,user0035,2026-04-28,Besoin de plus d'informations.
COM-01700,BI-4767,user0038,2026-01-09,Attention au délai prévu.
COM-01701,DATA-1992,user0011,2026-02-12,Correction proposée dans la prochaine version.
COM-01702,CRM-4274,user0028,2026-05-23,Attention au délai prévu.
COM-01703,BANK-2464,user0012,2026-06-07,Tests complémentaires nécessaires.
COM-01704,DATA-3741,user0043,2025-12-27,Le client demande une modification.
COM-01705,MOB-1275,user0010,2026-04-03,Le client demande une modification.
COM-01706,BI-2547,user0006,2026-07-07,Besoin de plus d'informations.
COM-01707,MOB-2869,user0014,2026-07-02,Tests complémentaires nécessaires.
COM-01708,MOB-3477,user0031,2025-12-30,Besoin de plus d'informations.
COM-01709,BI-2966,user0015,2026-01-10,Attention au délai prévu.
COM-01710,DATA-1135,user0008,2026-02-13,Le développement avance correctement.
COM-01711,CRM-1161,user0032,2026-06-27,Correction proposée dans la prochaine version.
COM-01712,BANK-2748,user0036,2026-06-11,Il faut vérifier ce comportement.
COM-01713,BANK-495,user0029,2025-12-21,Tests complémentaires nécessaires.
COM-01714,BANK-495,user0010,2026-07-17,Le client demande une modification.
COM-01715,PORTAL-3969,user0024,2026-06-15,Attention au délai prévu.
COM-01716,BI-3910,user0041,2026-02-18,Le développement avance correctement.
COM-01717,MOB-3844,user0043,2026-06-23,Besoin de plus d'informations.
COM-01718,BI-298,user0012,2026-03-02,Il faut vérifier ce comportement.
COM-01719,MOB-2153,user0031,2026-07-13,Le client demande une modification.
COM-01720,ERP-2956,user0021,2026-01-31,Le développement avance correctement.
COM-01721,DATA-657,user0042,2025-10-27,Le client demande une modification.
COM-01722,CLOUD-4530,user0041,2026-02-08,Le problème est reproduit en environnement de test.
