history_id,issue_key,old_status,new_status,changed_by,changed_date
1730,SEC-609,,To Do,user0012,2026-09-14
1731,SEC-609,To Do,In Progress,user0031,2026-09-15
1732,DATA-610,,To Do,user0044,2026-09-14
1733,DATA-610,To Do,In Progress,user0028,2026-09-21
1734,DATA-610,In Progress,Blocked,user0031,2026-09-26
1735,CLOUD-611,,To Do,user0024,2026-09-14
1736,CLOUD-611,To Do,In Progress,user0032,2026-09-20
1737,CRM-612,,To Do,user0044,2026-09-14
1738,CRM-612,To Do,In Progress,user0007,2026-09-18
1739,BANK-613,,To Do,user0049,2026-09-14
1740,BANK-613,To Do,In Progress,user0028,2026-09-19
1741,ECOM-614,,To Do,user0029,2026-09-14
1742,ERP-615,,To Do,user0024,2026-09-14
1743,PORTAL-616,,To Do,user0002,2026-09-14
1744,PORTAL-616,To Do,In Progress,user0039,2026-09-18
1745,PORTAL-616,In Progress,Testing,user0016,2026-09-22
1746,CRM-617,,To Do,user0022,2026-09-14
1747,CRM-617,To Do,In Progress,user0033,2026-09-21
1748,ECOM-618,,To Do,user0046,2026-09-14
1749,ECOM-618,To Do,In Progress,user0046,2026-09-20
1750,ECOM-618,In Progress,Testing,user0017,2026-09-24
1751,ECOM-618,Testing,Done,user0045,2026-09-29
1752,DATA-619,,To Do,user0043,2026-09-14
1753,MOB-620,,To Do,user0008,2026-09-14
1754,MOB-620,To Do,In Progress,user0023,2026-09-20
1755,MOB-620,In Progress,Testing,user0008,2026-09-16
1756,MOB-620,Testing,Done,user0041,2026-09-17
1757,CLOUD-621,,To Do,user0006,2026-09-14
1758,CLOUD-621,To Do,In Progress,user0032,2026-09-21
1759,CLOUD-621,In Progress,Testing,user0013,2026-09-24
1760,CLOUD-621,Testing,Done,user0015,2026-09-17
1761,CRM-622,,To Do,user0030,2026-09-14
1762,CRM-622,To Do,In Progress,user0040,2026-09-15
1763,CRM-622,In Progress,Blocked,user0038,2026-09-16
1764,BI-623,,To Do,user0013,2026-09-14
1765,BI-623,To Do,In Progress,user0050,2026-09-20
1766,BI-623,In Progress,Testing,user0028,2026-09-22
1767,BI-623,Testing,Done,user0008,2026-10-02
1768,BANK-624,,To Do,user0027,2026-09-14
1769,BANK-624,To Do,In Progress,user0033,2026-09-17
1770,CRM-625,,To Do,user0006,2026-09-14
1771,CRM-625,To Do,In Progress,user0033,2026-09-19
1772,CRM-625,In Progress,Blocked,user0016,2026-09-28
1773,SEC-626,,To Do,user0030,2026-09-14
1774,SEC-626,To Do,In Progress,user0025,2026-09-21
1775,SEC-626,In Progress,Blocked,user0027,2026-09-16
1776,MOB-627,,To Do,user0042,2026-09-14
1777,MOB-627,To Do,In Progress,user0029,2026-09-20
1778,MOB-627,In Progress,Testing,user0009,2026-09-16
1779,BI-628,,To Do,user0022,2026-09-14
1780,BI-628,To Do,In Progress,user0004,2026-09-20
1781,DATA-629,,To Do,user0023,2026-09-14
1782,DATA-629,To Do,In Progress,user0017,2026-09-19
1783,SEC-630,,To Do,user0013,2026-09-14
1784,SEC-630,To Do,In Progress,user0008,2026-09-19
1785,CLOUD-631,,To Do,user0043,2026-09-14
1786,CLOUD-631,To Do,In Progress,user0035,2026-09-18
1787,CLOUD-631,In Progress,Testing,user0027,2026-09-18
1788,CLOUD-631,Testing,Done,user0004,2026-09-23
1789,CLOUD-631,Done,Reopened,user0036,2026-10-12
1790,ECOM-632,,To Do,user0018,2026-09-14
1791,ECOM-632,To Do,In Progress,user0018,2026-09-20
1792,ECOM-632,In Progress,Testing,user0014,2026-09-20
1793,ECOM-632,Testing,Done,user0004,2026-09-23
1794,BANK-633,,To Do,user0034,2026-09-14
1795,BANK-633,To Do,In Progress,user0022,2026-09-19
1796,BANK-633,In Progress,Testing,user0021,2026-09-26
1797,BANK-633,Testing,Done,user0039,2026-09-29
1798,SEC-634,,To Do,user0004,2026-09-14
1799,SEC-635,,To Do,user0030,2026-09-14
1800,SEC-635,To Do,In Progress,user0007,2026-09-18
1801,SEC-635,In Progress,Testing,user0021,2026-09-22
1802,SEC-635,Testing,Done,user0028,2026-10-05
1803,ECOM-636,,To Do,user0047,2026-09-14
1804,ECOM-636,To Do,In Progress,user0016,2026-09-20
1805,BANK-637,,To Do,user0032,2026-09-14
1806,BANK-637,To Do,In Progress,user0001,2026-09-19
1807,BANK-637,In Progress,Testing,user0013,2026-09-28
1808,BANK-637,Testing,Done,user0048,2026-10-05
1809,BI-638,,To Do,user0005,2026-09-14
1810,BI-638,To Do,In Progress,user0028,2026-09-19
1811,BI-638,In Progress,Testing,user0034,2026-09-28
1812,BI-638,Testing,Done,user0011,2026-09-20
1813,SEC-639,,To Do,user0001,2026-09-14
1814,SEC-639,To Do,In Progress,user0047,2026-09-18
1815,SEC-639,In Progress,Testing,user0036,2026-09-18
1816,SEC-639,Testing,Done,user0044,2026-10-02
1817,CRM-640,,To Do,user0022,2026-09-14
1818,CRM-640,To Do,In Progress,user0015,2026-09-17
1819,CRM-641,,To Do,user0001,2026-09-14
1820,CRM-641,To Do,In Progress,user0008,2026-09-15
1821,CRM-641,In Progress,Testing,user0026,2026-09-18
1822,CRM-641,Testing,Done,user0039,2026-10-05
1823,CRM-641,Done,Reopened,user0012,2026-10-04
1824,SEC-642,,To Do,user0039,2026-09-14
1825,SEC-642,To Do,In Progress,user0042,2026-09-18
1826,SEC-642,In Progress,Testing,user0009,2026-09-18
1827,SEC-642,Testing,Done,user0037,2026-09-23
1828,SEC-642,Done,Reopened,user0027,2026-09-30
1829,ERP-643,,To Do,user0040,2026-09-14
1830,ERP-643,To Do,In Progress,user0044,2026-09-21
1831,ERP-643,In Progress,Testing,user0020,2026-09-18
1832,ERP-643,Testing,Done,user0035,2026-10-05
1833,CLOUD-644,,To Do,user0031,2026-09-14
1834,CLOUD-644,To Do,In Progress,user0044,2026-09-20
1835,CLOUD-644,In Progress,Testing,user0003,2026-09-22
1836,CLOUD-644,Testing,Done,user0015,2026-09-17
1837,BI-645,,To Do,user0002,2026-09-14
1838,BI-645,To Do,In Progress,user0040,2026-09-20
1839,BI-645,In Progress,Testing,user0028,2026-09-24
1840,BI-645,Testing,Done,user0017,2026-09-20
1841,BI-646,,To Do,user0013,2026-09-14
1842,BI-646,To Do,In Progress,user0008,2026-09-15
1843,BI-646,In Progress,Testing,user0049,2026-09-20
1844,BI-646,Testing,Done,user0007,2026-09-26
1845,CLOUD-647,,To Do,user0009,2026-09-14
1846,CLOUD-647,To Do,In Progress,user0025,2026-09-21
1847,CLOUD-647,In Progress,Testing,user0009,2026-09-20
1848,MOB-648,,To Do,user0030,2026-09-14
1849,MOB-648,To Do,In Progress,user0045,2026-09-15
1850,MOB-648,In Progress,Testing,user0026,2026-09-16
1851,SEC-649,,To Do,user0017,2026-09-14
1852,CRM-650,,To Do,user0028,2026-09-14
1853,BANK-651,,To Do,user0028,2026-09-14
1854,BANK-651,To Do,In Progress,user0027,2026-09-17
1855,SEC-652,,To Do,user0035,2026-09-14
1856,ECOM-653,,To Do,user0003,2026-09-14
1857,ECOM-653,To Do,In Progress,user0012,2026-09-17
1858,ECOM-653,In Progress,Testing,user0046,2026-09-26
1859,ECOM-653,Testing,Done,user0038,2026-10-05
1860,CRM-654,,To Do,user0042,2026-09-14
1861,CRM-654,To Do,In Progress,user0014,2026-09-15
1862,CRM-654,In Progress,Testing,user0029,2026-09-28
1863,CRM-654,Testing,Done,user0038,2026-09-23
1864,ECOM-655,,To Do,user0013,2026-09-14
1865,ECOM-655,To Do,In Progress,user0020,2026-09-18
1866,ECOM-656,,To Do,user0027,2026-09-14
1867,ECOM-656,To Do,In Progress,user0005,2026-09-18
1868,ECOM-656,In Progress,Blocked,user0006,2026-09-18
1869,DATA-657,,To Do,user0011,2026-09-14
1870,DATA-657,To Do,In Progress,user0039,2026-09-17
1871,DATA-657,In Progress,Testing,user0047,2026-09-24
1872,DATA-657,Testing,Done,user0029,2026-10-05
1873,BI-658,,To Do,user0041,2026-09-14
1874,SEC-659,,To Do,user0005,2026-09-14
1875,SEC-659,To Do,In Progress,user0023,2026-09-17
1876,SEC-659,In Progress,Testing,user0048,2026-09-22
1877,SEC-659,Testing,Done,user0043,2026-10-05
1878,PORTAL-660,,To Do,user0008,2026-09-14
1879,ERP-661,,To Do,user0016,2026-09-14
1880,BI-662,,To Do,user0045,2026-09-14
1881,BI-662,To Do,In Progress,user0006,2026-09-19
1882,SEC-663,,To Do,user0038,2026-09-14
1883,SEC-663,To Do,In Progress,user0034,2026-09-18
1884,SEC-663,In Progress,Blocked,user0038,2026-09-18
1885,ERP-664,,To Do,user0045,2026-09-14
1886,ERP-664,To Do,In Progress,user0011,2026-09-15
1887,ERP-664,In Progress,Testing,user0033,2026-09-28
1888,ERP-664,Testing,Done,user0037,2026-09-20
1889,ECOM-665,,To Do,user0028,2026-09-14
1890,ECOM-665,To Do,In Progress,user0047,2026-09-18
1891,SEC-666,,To Do,user0012,2026-09-14
1892,SEC-666,To Do,In Progress,user0002,2026-09-21
1893,MOB-667,,To Do,user0006,2026-09-14
1894,MOB-667,To Do,In Progress,user0042,2026-09-21
1895,MOB-667,In Progress,Testing,user0014,2026-09-16
1896,MOB-667,Testing,Done,user0002,2026-09-23
1897,MOB-667,Done,Reopened,user0042,2026-10-12
1898,MOB-668,,To Do,user0015,2026-09-14
1899,BANK-669,,To Do,user0027,2026-09-14
1900,BANK-669,To Do,In Progress,user0034,2026-09-18
1901,BANK-669,In Progress,Testing,user0038,2026-09-28
1902,MOB-670,,To Do,user0039,2026-09-14
1903,MOB-670,To Do,In Progress,user0039,2026-09-17
1904,MOB-670,In Progress,Testing,user0032,2026-09-18
1905,MOB-670,Testing,Done,user0014,2026-09-29
1906,MOB-671,,To Do,user0031,2026-09-14
1907,MOB-671,To Do,In Progress,user0018,2026-09-18
1908,MOB-671,In Progress,Testing,user0032,2026-09-20
1909,MOB-671,Testing,Done,user0011,2026-09-20
1910,BI-672,,To Do,user0022,2026-09-14
1911,BI-672,To Do,In Progress,user0008,2026-09-18
1912,BI-672,In Progress,Testing,user0022,2026-09-24
1913,BI-672,Testing,Done,user0024,2026-10-05
1914,MOB-673,,To Do,user0037,2026-09-14
1915,MOB-673,To Do,In Progress,user0028,2026-09-21
1916,MOB-673,In Progress,Testing,user0017,2026-09-24
1917,MOB-673,Testing,Done,user0011,2026-09-26
1918,CRM-674,,To Do,user0044,2026-09-14
1919,CRM-675,,To Do,user0003,2026-09-14
1920,CRM-675,To Do,In Progress,user0005,2026-09-17
1921,PORTAL-676,,To Do,user0012,2026-09-14
1922,PORTAL-676,To Do,In Progress,user0006,2026-09-19
1923,PORTAL-676,In Progress,Blocked,user0032,2026-09-22
1924,CLOUD-677,,To Do,user0032,2026-09-14
1925,CLOUD-677,To Do,In Progress,user0025,2026-09-15
1926,CLOUD-677,In Progress,Blocked,user0038,2026-09-24
1927,BI-678,,To Do,user0019,2026-09-14
1928,BI-678,To Do,In Progress,user0020,2026-09-17
1929,BI-678,In Progress,Testing,user0042,2026-09-18
1930,BI-678,Testing,Done,user0013,2026-09-29
1931,PORTAL-679,,To Do,user0025,2026-09-14
1932,PORTAL-679,To Do,In Progress,user0012,2026-09-16
1933,PORTAL-679,In Progress,Testing,user0032,2026-09-20
1934,PORTAL-679,Testing,Done,user0001,2026-09-17
1935,PORTAL-679,Done,Reopened,user0011,2026-09-26
1936,BI-680,,To Do,user0044,2026-09-14
1937,BI-680,To Do,In Progress,user0024,2026-09-20
1938,BI-680,In Progress,Testing,user0047,2026-09-20
1939,BI-680,Testing,Done,user0018,2026-10-02
1940,CRM-681,,To Do,user0008,2026-09-14
1941,BANK-682,,To Do,user0004,2026-09-14
1942,BANK-682,To Do,In Progress,user0029,2026-09-15
1943,BANK-682,In Progress,Testing,user0006,2026-09-18
1944,MOB-683,,To Do,user0036,2026-09-14
1945,MOB-683,To Do,In Progress,user0035,2026-09-15
1946,MOB-683,In Progress,Testing,user0025,2026-09-16
1947,MOB-683,Testing,Done,user0036,2026-10-05
1948,CLOUD-684,,To Do,user0018,2026-09-14
1949,CLOUD-684,To Do,In Progress,user0016,2026-09-16
1950,DATA-685,,To Do,user0041,2026-09-14
1951,DATA-685,To Do,In Progress,user0031,2026-09-19
1952,DATA-685,In Progress,Testing,user0029,2026-09-26
1953,DATA-685,Testing,Done,user0045,2026-09-26
1954,BI-686,,To Do,user0021,2026-09-14
1955,BI-686,To Do,In Progress,user0009,2026-09-16
1956,BI-686,In Progress,Testing,user0037,2026-09-24
1957,DATA-687,,To Do,user0035,2026-09-14
1958,DATA-687,To Do,In Progress,user0037,2026-09-16
1959,DATA-687,In Progress,Testing,user0036,2026-09-16
1960,ERP-688,,To Do,user0045,2026-09-14
1961,PORTAL-689,,To Do,user0039,2026-09-14
1962,PORTAL-689,To Do,In Progress,user0004,2026-09-19
1963,MOB-690,,To Do,user0033,2026-09-14
1964,MOB-690,To Do,In Progress,user0020,2026-09-19
1965,MOB-690,In Progress,Testing,user0038,2026-09-16
1966,BANK-691,,To Do,user0042,2026-09-14
1967,BANK-691,To Do,In Progress,user0046,2026-09-21
1968,ECOM-692,,To Do,user0033,2026-09-14
1969,ECOM-692,To Do,In Progress,user0018,2026-09-16
1970,ECOM-692,In Progress,Testing,user0019,2026-09-22
1971,ECOM-692,Testing,Done,user0050,2026-10-02
1972,PORTAL-693,,To Do,user0005,2026-09-14
1973,PORTAL-693,To Do,In Progress,user0034,2026-09-21
1974,BANK-694,,To Do,user0001,2026-09-14
1975,BANK-694,To Do,In Progress,user0015,2026-09-21
1976,BANK-694,In Progress,Testing,user0018,2026-09-26
1977,BANK-694,Testing,Done,user0029,2026-09-26
1978,ERP-695,,To Do,user0045,2026-09-14
1979,ERP-695,To Do,In Progress,user0028,2026-09-15
1980,ERP-695,In Progress,Testing,user0049,2026-09-16
1981,ERP-695,Testing,Done,user0039,2026-09-26
1982,BANK-696,,To Do,user0035,2026-09-14
1983,BANK-696,To Do,In Progress,user0017,2026-09-21
1984,BANK-696,In Progress,Testing,user0016,2026-09-22
1985,BANK-696,Testing,Done,user0005,2026-09-29
1986,DATA-697,,To Do,user0049,2026-09-14
1987,DATA-697,To Do,In Progress,user0026,2026-09-20
1988,DATA-697,In Progress,Blocked,user0032,2026-09-18
1989,ECOM-698,,To Do,user0001,2026-09-14
1990,ECOM-698,To Do,In Progress,user0029,2026-09-20
1991,ECOM-698,In Progress,Testing,user0005,2026-09-18
1992,BI-699,,To Do,user0024,2026-09-14
1993,BI-700,,To Do,user0036,2026-09-14
1994,BI-700,To Do,In Progress,user0009,2026-09-16
1995,BI-700,In Progress,Testing,user0005,2026-09-22
1996,BI-700,Testing,Done,user0016,2026-09-26
1997,BI-700,Done,Reopened,user0003,2026-09-26
1998,CLOUD-701,,To Do,user0019,2026-09-14
1999,CLOUD-701,To Do,In Progress,user0019,2026-09-18
2000,CLOUD-701,In Progress,Blocked,user0033,2026-09-24
2001,PORTAL-702,,To Do,user0040,2026-09-14
2002,PORTAL-702,To Do,In Progress,user0049,2026-09-15
2003,BI-703,,To Do,user0031,2026-09-14
2004,BI-703,To Do,In Progress,user0011,2026-09-17
2005,BI-703,In Progress,Testing,user0020,2026-09-28
2006,BI-703,Testing,Done,user0045,2026-09-17
2007,PORTAL-704,,To Do,user0005,2026-09-14
2008,PORTAL-704,To Do,In Progress,user0024,2026-09-18
2009,PORTAL-704,In Progress,Testing,user0002,2026-09-20
2010,PORTAL-704,Testing,Done,user0038,2026-09-23
2011,BI-705,,To Do,user0016,2026-09-14
2012,BI-705,To Do,In Progress,user0029,2026-09-17
2013,SEC-706,,To Do,user0008,2026-09-14
2014,SEC-706,To Do,In Progress,user0006,2026-09-17
2015,SEC-706,In Progress,Blocked,user0031,2026-09-18
2016,MOB-707,,To Do,user0002,2026-09-14
2017,MOB-707,To Do,In Progress,user0047,2026-09-15
2018,MOB-707,In Progress,Testing,user0016,2026-09-20
2019,CRM-708,,To Do,user0034,2026-09-14
2020,CRM-709,,To Do,user0039,2026-09-14
2021,CRM-709,To Do,In Progress,user0043,2026-09-16
2022,CRM-709,In Progress,Blocked,user0016,2026-09-24
2023,BI-710,,To Do,user0038,2026-09-14
2024,BI-710,To Do,In Progress,user0039,2026-09-16
2025,BI-710,In Progress,Testing,user0010,2026-09-16
2026,BI-710,Testing,Done,user0016,2026-10-05
2027,DATA-711,,To Do,user0044,2026-09-14
2028,DATA-711,To Do,In Progress,user0047,2026-09-15
2029,DATA-711,In Progress,Testing,user0042,2026-09-16
2030,DATA-711,Testing,Done,user0032,2026-09-29
2031,DATA-712,,To Do,user0042,2026-09-14
2032,DATA-712,To Do,In Progress,user0003,2026-09-21
2033,DATA-712,In Progress,Testing,user0032,2026-09-16
2034,DATA-712,Testing,Done,user0015,2026-09-23
2035,CLOUD-713,,To Do,user0010,2026-09-14
2036,CLOUD-713,To Do,In Progress,user0011,2026-09-18
2037,PORTAL-714,,To Do,user0047,2026-09-14
2038,PORTAL-714,To Do,In Progress,user0017,2026-09-20
2039,CLOUD-715,,To Do,user0011,2026-09-14
2040,CLOUD-715,To Do,In Progress,user0043,2026-09-16
2041,CLOUD-715,In Progress,Testing,user0025,2026-09-22
2042,CLOUD-715,Testing,Done,user0047,2026-09-17
2043,BANK-716,,To Do,user0014,2026-09-14
2044,BANK-716,To Do,In Progress,user0025,2026-09-17
2045,BANK-716,In Progress,Testing,user0009,2026-09-22
2046,BANK-716,Testing,Done,user0018,2026-09-29
2047,BANK-716,Done,Reopened,user0010,2026-09-26
2048,SEC-717,,To Do,user0031,2026-09-14
2049,SEC-717,To Do,In Progress,user0009,2026-09-16
2050,CLOUD-718,,To Do,user0028,2026-09-14
2051,CLOUD-718,To Do,In Progress,user0031,2026-09-17
2052,BANK-719,,To Do,user0033,2026-09-14
2053,BANK-719,To Do,In Progress,user0016,2026-09-21
2054,BANK-719,In Progress,Testing,user0016,2026-09-26
2055,BANK-719,Testing,Done,user0020,2026-09-20
2056,BANK-720,,To Do,user0016,2026-09-14
2057,MOB-721,,To Do,user0041,2026-09-14
2058,MOB-721,To Do,In Progress,user0003,2026-09-18
2059,MOB-721,In Progress,Testing,user0044,2026-09-28
2060,MOB-721,Testing,Done,user0014,2026-10-02
2061,MOB-721,Done,Reopened,user0009,2026-09-22
2062,DATA-722,,To Do,user0043,2026-09-14
2063,DATA-722,To Do,In Progress,user0022,2026-09-18
2064,DATA-722,In Progress,Testing,user0007,2026-09-22
2065,DATA-722,Testing,Done,user0042,2026-09-26
2066,ERP-723,,To Do,user0034,2026-09-14
2067,ERP-723,To Do,In Progress,user0020,2026-09-16
2068,SEC-724,,To Do,user0018,2026-09-14
2069,SEC-725,,To Do,user0005,2026-09-14
2070,SEC-725,To Do,In Progress,user0030,2026-09-21
2071,DATA-726,,To Do,user0002,2026-09-14
2072,PORTAL-727,,To Do,user0033,2026-09-14
2073,PORTAL-727,To Do,In Progress,user0045,2026-09-21
2074,PORTAL-727,In Progress,Testing,user0047,2026-09-16
2075,ERP-728,,To Do,user0033,2026-09-14
2076,ERP-728,To Do,In Progress,user0006,2026-09-21
2077,DATA-729,,To Do,user0048,2026-09-14
2078,DATA-729,To Do,In Progress,user0046,2026-09-19
2079,DATA-729,In Progress,Testing,user0019,2026-09-18
2080,DATA-729,Testing,Done,user0043,2026-10-02
2081,DATA-730,,To Do,user0018,2026-09-14
2082,PORTAL-731,,To Do,user0011,2026-09-14
2083,PORTAL-731,To Do,In Progress,user0028,2026-09-19
2084,PORTAL-731,In Progress,Blocked,user0023,2026-09-18
2085,MOB-732,,To Do,user0039,2026-09-14
2086,MOB-732,To Do,In Progress,user0024,2026-09-18
2087,MOB-732,In Progress,Testing,user0009,2026-09-18
2088,MOB-732,Testing,Done,user0045,2026-09-29
2089,MOB-733,,To Do,user0015,2026-09-14
2090,MOB-733,To Do,In Progress,user0002,2026-09-16
2091,MOB-733,In Progress,Testing,user0040,2026-09-28
2092,MOB-733,Testing,Done,user0038,2026-09-20
2093,DATA-734,,To Do,user0050,2026-09-14
2094,DATA-734,To Do,In Progress,user0040,2026-09-17
2095,DATA-734,In Progress,Testing,user0003,2026-09-24
2096,DATA-734,Testing,Done,user0002,2026-10-05
2097,ERP-735,,To Do,user0039,2026-09-14
2098,ERP-735,To Do,In Progress,user0040,2026-09-16
2099,MOB-736,,To Do,user0027,2026-09-14
2100,MOB-736,To Do,In Progress,user0029,2026-09-18
2101,MOB-737,,To Do,user0024,2026-09-14
2102,MOB-737,To Do,In Progress,user0006,2026-09-21
2103,MOB-737,In Progress,Testing,user0023,2026-09-20
2104,MOB-737,Testing,Done,user0018,2026-09-23
2105,BANK-738,,To Do,user0048,2026-09-14
2106,BANK-738,To Do,In Progress,user0020,2026-09-19
2107,BANK-738,In Progress,Testing,user0018,2026-09-20
2108,BANK-738,Testing,Done,user0020,2026-10-02
2109,BANK-738,Done,Reopened,user0039,2026-09-22
2110,MOB-739,,To Do,user0030,2026-09-14
2111,MOB-739,To Do,In Progress,user0032,2026-09-16
2112,MOB-739,In Progress,Testing,user0028,2026-09-18
2113,MOB-739,Testing,Done,user0013,2026-09-29
2114,CLOUD-740,,To Do,user0015,2026-09-14
2115,CLOUD-740,To Do,In Progress,user0017,2026-09-16
2116,CLOUD-740,In Progress,Testing,user0014,2026-09-24
2117,BI-741,,To Do,user0032,2026-09-14
2118,BI-741,To Do,In Progress,user0023,2026-09-20
2119,BI-741,In Progress,Testing,user0045,2026-09-20
2120,BI-741,Testing,Done,user0041,2026-09-26
2121,PORTAL-742,,To Do,user0015,2026-09-14
2122,CRM-743,,To Do,user0035,2026-09-14
2123,CRM-743,To Do,In Progress,user0006,2026-09-17
2124,MOB-744,,To Do,user0039,2026-09-14
2125,MOB-744,To Do,In Progress,user0005,2026-09-16
2126,CRM-745,,To Do,user0025,2026-09-14
2127,CRM-745,To Do,In Progress,user0014,2026-09-17
2128,SEC-746,,To Do,user0010,2026-09-14
2129,SEC-746,To Do,In Progress,user0027,2026-09-21
2130,MOB-747,,To Do,user0023,2026-09-14
2131,MOB-747,To Do,In Progress,user0045,2026-09-18
2132,MOB-747,In Progress,Testing,user0040,2026-09-26
2133,MOB-747,Testing,Done,user0029,2026-09-26
2134,PORTAL-748,,To Do,user0029,2026-09-14
2135,PORTAL-748,To Do,In Progress,user0023,2026-09-15
2136,PORTAL-748,In Progress,Blocked,user0007,2026-09-22
2137,BANK-749,,To Do,user0031,2026-09-14
2138,BANK-749,To Do,In Progress,user0024,2026-09-15
2139,BANK-749,In Progress,Testing,user0042,2026-09-24
2140,BANK-749,Testing,Done,user0042,2026-09-17
2141,CLOUD-750,,To Do,user0015,2026-09-14
2142,CLOUD-750,To Do,In Progress,user0015,2026-09-16
2143,CLOUD-750,In Progress,Testing,user0024,2026-09-18
2144,CLOUD-750,Testing,Done,user0011,2026-09-26
2145,CLOUD-750,Done,Reopened,user0041,2026-10-12
2146,ECOM-751,,To Do,user0024,2026-09-14
2147,ERP-752,,To Do,user0002,2026-09-14
2148,ERP-752,To Do,In Progress,user0014,2026-09-15
2149,ERP-752,In Progress,Testing,user0049,2026-09-20
2150,ERP-752,Testing,Done,user0020,2026-09-29
2151,PORTAL-753,,To Do,user0049,2026-09-14
2152,PORTAL-753,To Do,In Progress,user0004,2026-09-21
2153,ERP-754,,To Do,user0047,2026-09-14
2154,BANK-755,,To Do,user0047,2026-09-14
2155,ECOM-756,,To Do,user0006,2026-09-14
2156,ECOM-756,To Do,In Progress,user0015,2026-09-15
2157,ECOM-756,In Progress,Testing,user0013,2026-09-22
2158,ECOM-756,Testing,Done,user0043,2026-10-05
2159,ERP-757,,To Do,user0002,2026-09-14
2160,ERP-757,To Do,In Progress,user0041,2026-09-20
2161,ERP-757,In Progress,Blocked,user0009,2026-09-26
2162,BANK-758,,To Do,user0003,2026-09-14
2163,ERP-759,,To Do,user0030,2026-09-14
2164,ERP-759,To Do,In Progress,user0035,2026-09-16
2165,ERP-759,In Progress,Testing,user0009,2026-09-18
2166,SEC-760,,To Do,user0028,2026-09-14
2167,DATA-761,,To Do,user0003,2026-09-14
2168,CRM-762,,To Do,user0026,2026-09-14
2169,PORTAL-763,,To Do,user0026,2026-09-14
2170,PORTAL-763,To Do,In Progress,user0036,2026-09-20
2171,SEC-764,,To Do,user0048,2026-09-14
2172,SEC-764,To Do,In Progress,user0027,2026-09-20
2173,SEC-764,In Progress,Blocked,user0015,2026-09-22
2174,DATA-765,,To Do,user0049,2026-09-14
2175,DATA-765,To Do,In Progress,user0002,2026-09-18
2176,DATA-765,In Progress,Blocked,user0040,2026-09-24
2177,ERP-766,,To Do,user0019,2026-09-14
2178,ERP-766,To Do,In Progress,user0035,2026-09-19
2179,DATA-767,,To Do,user0015,2026-09-14
2180,DATA-767,To Do,In Progress,user0048,2026-09-19
2181,DATA-767,In Progress,Testing,user0033,2026-09-24
2182,DATA-767,Testing,Done,user0029,2026-10-05
2183,MOB-768,,To Do,user0028,2026-09-14
2184,MOB-768,To Do,In Progress,user0007,2026-09-19
2185,ERP-769,,To Do,user0011,2026-09-14
2186,ERP-769,To Do,In Progress,user0037,2026-09-19
2187,CLOUD-770,,To Do,user0022,2026-09-14
2188,CRM-771,,To Do,user0006,2026-09-14
2189,SEC-772,,To Do,user0002,2026-09-14
2190,CLOUD-773,,To Do,user0040,2026-09-14
2191,ERP-774,,To Do,user0020,2026-09-14
2192,ERP-774,To Do,In Progress,user0042,2026-09-19
2193,CLOUD-775,,To Do,user0034,2026-09-14
2194,CLOUD-775,To Do,In Progress,user0013,2026-09-21
2195,CLOUD-775,In Progress,Blocked,user0001,2026-09-20
2196,BI-776,,To Do,user0037,2026-09-14
2197,BI-776,To Do,In Progress,user0010,2026-09-16
2198,BI-776,In Progress,Testing,user0024,2026-09-22
2199,BI-776,Testing,Done,user0009,2026-09-20
2200,DATA-777,,To Do,user0047,2026-09-14
2201,DATA-777,To Do,In Progress,user0039,2026-09-18
2202,DATA-777,In Progress,Testing,user0033,2026-09-20
2203,DATA-777,Testing,Done,user0026,2026-10-02
2204,SEC-778,,To Do,user0044,2026-09-14
2205,SEC-778,To Do,In Progress,user0009,2026-09-20
2206,ERP-779,,To Do,user0045,2026-09-14
2207,ERP-779,To Do,In Progress,user0016,2026-09-15
2208,BI-780,,To Do,user0049,2026-09-14
2209,BANK-781,,To Do,user0026,2026-09-14
2210,BANK-781,To Do,In Progress,user0021,2026-09-21
2211,PORTAL-782,,To Do,user0013,2026-09-14
2212,SEC-783,,To Do,user0011,2026-09-14
2213,SEC-783,To Do,In Progress,user0039,2026-09-16
2214,MOB-784,,To Do,user0026,2026-09-14
2215,MOB-784,To Do,In Progress,user0039,2026-09-21
2216,MOB-785,,To Do,user0007,2026-09-14
2217,MOB-785,To Do,In Progress,user0036,2026-09-20
2218,MOB-785,In Progress,Testing,user0025,2026-09-22
2219,MOB-785,Testing,Done,user0044,2026-09-23
2220,CRM-786,,To Do,user0008,2026-09-14
2221,CRM-786,To Do,In Progress,user0022,2026-09-15
2222,CRM-786,In Progress,Testing,user0048,2026-09-16
2223,CRM-786,Testing,Done,user0019,2026-09-26
2224,ERP-787,,To Do,user0045,2026-09-14
2225,ERP-787,To Do,In Progress,user0043,2026-09-21
2226,DATA-788,,To Do,user0017,2026-09-14
2227,DATA-789,,To Do,user0022,2026-09-14
2228,PORTAL-790,,To Do,user0010,2026-09-14
2229,PORTAL-790,To Do,In Progress,user0040,2026-09-16
2230,PORTAL-790,In Progress,Blocked,user0050,2026-09-22
2231,ERP-791,,To Do,user0039,2026-09-14
2232,ERP-791,To Do,In Progress,user0036,2026-09-18
2233,ERP-791,In Progress,Testing,user0028,2026-09-18
2234,ERP-791,Testing,Done,user0002,2026-09-29
2235,ERP-791,Done,Reopened,user0034,2026-09-18
