custom_field_id,issue_key,field_name,field_value
CF-000788,DATA-788,Business Value,Very High
CF-000789,DATA-789,Business Value,Very High
CF-000790,PORTAL-790,Business Value,High
CF-000791,ERP-791,Business Value,Low
CF-000792,DATA-792,Business Value,Medium
CF-000794,MOB-794,Customer Impact,Medium
CF-000795,MOB-795,Story Points,Very High
CF-000796,SEC-796,Business Value,High
CF-000797,CRM-797,Business Value,Very High
CF-000798,CRM-798,Technical Complexity,Very High
CF-000799,CLOUD-799,Business Value,High
CF-000802,BANK-802,Customer Impact,Low
CF-000803,PORTAL-803,Technical Complexity,Very High
CF-000804,CRM-804,Story Points,Low
CF-000806,MOB-806,Story Points,Medium
CF-000807,PORTAL-807,Technical Complexity,Low
CF-000808,ECOM-808,Customer Impact,Low
CF-000809,CRM-809,Risk Level,Medium
CF-000812,MOB-812,Story Points,Low
CF-000813,ERP-813,Story Points,Very High
CF-000814,CRM-814,Business Value,Low
CF-000815,MOB-815,Customer Impact,Medium
CF-000816,CRM-816,Business Value,Very High
CF-000817,CLOUD-817,Story Points,Very High
CF-000818,BANK-818,Business Value,High
CF-000819,DATA-819,Technical Complexity,Very High
CF-000820,ECOM-820,Customer Impact,Medium
CF-000821,MOB-821,Story Points,Low
CF-000822,ECOM-822,Technical Complexity,Low
CF-000824,CRM-824,Story Points,High
CF-000825,PORTAL-825,Risk Level,Very High
CF-000826,ECOM-826,Business Value,Low
CF-000827,ECOM-827,Business Value,High
CF-000829,BANK-829,Risk Level,High
CF-000830,CRM-830,Customer Impact,High
CF-000832,DATA-832,Customer Impact,Low
CF-000833,SEC-833,Story Points,Very High
CF-000834,CLOUD-834,Story Points,Medium
CF-000836,BANK-836,Customer Impact,Low
CF-000837,CRM-837,Customer Impact,Medium
CF-000838,BI-838,Customer Impact,Low
CF-000839,BANK-839,Story Points,Low
CF-000840,BI-840,Story Points,High
CF-000841,DATA-841,Story Points,Very High
CF-000842,ERP-842,Business Value,Very High
CF-000843,CRM-843,Customer Impact,High
CF-000844,SEC-844,Risk Level,High
CF-000846,CRM-846,Story Points,Low
CF-000847,DATA-847,Technical Complexity,Low
CF-000848,BI-848,Business Value,Low
CF-000849,BI-849,Risk Level,High
CF-000850,CLOUD-850,Technical Complexity,Medium
CF-000851,BI-851,Business Value,Low
CF-000852,BI-852,Story Points,Low
CF-000853,DATA-853,Business Value,High
CF-000854,SEC-854,Technical Complexity,Very High
CF-000855,PORTAL-855,Risk Level,High
CF-000856,SEC-856,Customer Impact,Very High
CF-000859,MOB-859,Business Value,Low
CF-000861,BI-861,Technical Complexity,Medium
CF-000862,CRM-862,Customer Impact,Very High
CF-000863,BANK-863,Customer Impact,Medium
CF-000864,BANK-864,Risk Level,Low
CF-000865,PORTAL-865,Story Points,Medium
CF-000866,BANK-866,Story Points,Very High
CF-000867,SEC-867,Story Points,Low
CF-000868,PORTAL-868,Technical Complexity,Very High
CF-000870,SEC-870,Customer Impact,Medium
CF-000871,BI-871,Customer Impact,High
CF-000873,BANK-873,Story Points,High
CF-000874,SEC-874,Story Points,Very High
CF-000875,ECOM-875,Risk Level,Low
CF-000876,SEC-876,Customer Impact,Medium
CF-000877,CLOUD-877,Business Value,Low
CF-000878,CLOUD-878,Business Value,Medium
CF-000879,BANK-879,Business Value,Very High
CF-000882,DATA-882,Customer Impact,Low
CF-000883,ERP-883,Business Value,Medium
CF-000884,BI-884,Business Value,High
CF-000885,SEC-885,Customer Impact,Very High
CF-000886,CLOUD-886,Risk Level,Very High
CF-000887,CLOUD-887,Customer Impact,Very High
CF-000888,BI-888,Technical Complexity,Low
CF-000889,ERP-889,Business Value,Very High
CF-000890,PORTAL-890,Customer Impact,High
CF-000891,BI-891,Customer Impact,Medium
CF-000892,ERP-892,Story Points,Medium
CF-000893,ERP-893,Risk Level,Low
CF-000894,BANK-894,Customer Impact,Medium
CF-000895,SEC-895,Story Points,High
CF-000896,ERP-896,Technical Complexity,Low
CF-000897,ERP-897,Customer Impact,Low
CF-000899,BANK-899,Business Value,High
CF-000900,PORTAL-900,Story Points,Medium
CF-000901,ERP-901,Risk Level,Low
CF-000903,BANK-903,Story Points,Medium
CF-000905,ECOM-905,Customer Impact,Low
CF-000906,BANK-906,Customer Impact,Very High
CF-000908,BI-908,Business Value,Medium
CF-000909,BI-909,Customer Impact,High
CF-000910,CLOUD-910,Business Value,Very High
CF-000913,ECOM-913,Business Value,Low
CF-000915,CRM-915,Customer Impact,Low
CF-000916,CRM-916,Risk Level,High
CF-000917,MOB-917,Business Value,High
CF-000918,PORTAL-918,Business Value,Low
CF-000921,DATA-921,Risk Level,Medium
CF-000922,DATA-922,Story Points,Very High
CF-000923,MOB-923,Business Value,Medium
CF-000924,DATA-924,Customer Impact,High
CF-000925,SEC-925,Business Value,Very High
CF-000926,PORTAL-926,Risk Level,Medium
CF-000927,BANK-927,Technical Complexity,Very High
CF-000928,ECOM-928,Business Value,High
CF-000929,SEC-929,Customer Impact,Very High
CF-000930,PORTAL-930,Customer Impact,Low
CF-000931,DATA-931,Technical Complexity,High
CF-000932,MOB-932,Story Points,Medium
CF-000933,MOB-933,Story Points,Low
CF-000934,SEC-934,Risk Level,High
CF-000935,ERP-935,Business Value,Low
CF-000936,ECOM-936,Technical Complexity,Medium
CF-000937,MOB-937,Customer Impact,Low
CF-000938,PORTAL-938,Business Value,Medium
CF-000939,BANK-939,Customer Impact,Medium
CF-000940,SEC-940,Business Value,High
CF-000941,ERP-941,Customer Impact,Very High
CF-000942,BANK-942,Story Points,High
CF-000943,BI-943,Customer Impact,Medium
CF-000945,CRM-945,Story Points,Low
CF-000946,ECOM-946,Risk Level,Low
CF-000947,BANK-947,Risk Level,Low
CF-000948,MOB-948,Technical Complexity,Low
CF-000949,CLOUD-949,Technical Complexity,Very High
CF-000950,DATA-950,Technical Complexity,High
CF-000951,SEC-951,Customer Impact,Low
CF-000954,SEC-954,Risk Level,Low
CF-000955,PORTAL-955,Risk Level,Low
CF-000957,BANK-957,Business Value,High
CF-000958,MOB-958,Story Points,Very High
CF-000959,CLOUD-959,Customer Impact,Low
CF-000960,BI-960,Technical Complexity,High
CF-000961,ERP-961,Story Points,High
CF-000964,ECOM-964,Risk Level,Very High
CF-000966,MOB-966,Customer Impact,High
CF-000968,CLOUD-968,Technical Complexity,High
CF-000970,CLOUD-970,Technical Complexity,Very High
CF-000971,BI-971,Risk Level,Low
CF-000972,BI-972,Risk Level,Very High
CF-000973,BI-973,Technical Complexity,High
CF-000974,BANK-974,Risk Level,Low
CF-000975,ERP-975,Risk Level,Low
CF-000976,PORTAL-976,Risk Level,Medium
CF-000979,PORTAL-979,Customer Impact,Low
CF-000983,DATA-983,Customer Impact,Very High
CF-000985,SEC-985,Risk Level,Low
CF-000986,CLOUD-986,Technical Complexity,Low
CF-000987,BANK-987,Story Points,Medium
CF-000988,SEC-988,Risk Level,Low
CF-000989,SEC-989,Business Value,Low
CF-000991,CRM-991,Technical Complexity,Low
CF-000993,BANK-993,Story Points,Very High
CF-000994,SEC-994,Risk Level,Very High
CF-000995,SEC-995,Risk Level,Medium
CF-000996,DATA-996,Technical Complexity,Low
CF-000997,PORTAL-997,Technical Complexity,Medium
CF-000999,SEC-999,Risk Level,Medium
CF-001000,BANK-1000,Technical Complexity,Very High
CF-001001,ECOM-1001,Story Points,Medium
CF-001002,BI-1002,Business Value,High
CF-001004,MOB-1004,Risk Level,Medium
CF-001006,ECOM-1006,Risk Level,Low
CF-001007,CRM-1007,Technical Complexity,Very High
CF-001008,CLOUD-1008,Risk Level,Very High
CF-001009,ECOM-1009,Risk Level,Medium
CF-001010,CRM-1010,Customer Impact,Very High
CF-001011,MOB-1011,Business Value,Low
CF-001012,PORTAL-1012,Risk Level,High
CF-001013,DATA-1013,Risk Level,Medium
CF-001014,CLOUD-1014,Technical Complexity,Medium
CF-001015,MOB-1015,Risk Level,High
CF-001016,PORTAL-1016,Customer Impact,High
CF-001018,CLOUD-1018,Risk Level,Low
CF-001019,CRM-1019,Business Value,Medium
CF-001020,ECOM-1020,Story Points,Low
CF-001021,DATA-1021,Business Value,Very High
CF-001022,CLOUD-1022,Risk Level,High
CF-001023,SEC-1023,Story Points,Low
CF-001024,MOB-1024,Risk Level,Very High
CF-001026,BI-1026,Technical Complexity,Very High
CF-001027,BANK-1027,Risk Level,High
CF-001028,CLOUD-1028,Customer Impact,Medium
CF-001030,PORTAL-1030,Business Value,Medium
CF-001031,MOB-1031,Story Points,Very High
CF-001032,ECOM-1032,Technical Complexity,High
CF-001033,PORTAL-1033,Technical Complexity,Very High
CF-001034,CLOUD-1034,Business Value,High
CF-001035,ERP-1035,Business Value,Low
CF-001038,BANK-1038,Business Value,Very High
CF-001040,ERP-1040,Business Value,Low
CF-001041,ECOM-1041,Customer Impact,Very High
CF-001043,PORTAL-1043,Customer Impact,Low
CF-001045,MOB-1045,Technical Complexity,Medium
CF-001046,CLOUD-1046,Business Value,Medium
CF-001047,SEC-1047,Business Value,Very High
CF-001048,ERP-1048,Business Value,High
CF-001049,CLOUD-1049,Customer Impact,Medium
CF-001050,ERP-1050,Customer Impact,High
CF-001051,PORTAL-1051,Story Points,Medium
CF-001053,BANK-1053,Technical Complexity,Very High
CF-001054,BI-1054,Technical Complexity,Low
CF-001055,CLOUD-1055,Story Points,Medium
CF-001056,CRM-1056,Risk Level,Very High
CF-001057,ERP-1057,Story Points,Medium
CF-001058,SEC-1058,Story Points,Low
CF-001059,BANK-1059,Story Points,High
CF-001060,SEC-1060,Customer Impact,Low
CF-001061,ECOM-1061,Customer Impact,Low
CF-001062,ECOM-1062,Customer Impact,Very High
CF-001065,MOB-1065,Risk Level,Very High
CF-001067,BI-1067,Technical Complexity,High
CF-001068,ERP-1068,Risk Level,Low
CF-001069,ERP-1069,Risk Level,Low
CF-001070,DATA-1070,Risk Level,Medium
CF-001071,DATA-1071,Story Points,Medium
CF-001072,ERP-1072,Customer Impact,High
CF-001073,ECOM-1073,Technical Complexity,Very High
CF-001074,DATA-1074,Story Points,High
CF-001076,ERP-1076,Risk Level,Medium
CF-001077,CRM-1077,Risk Level,Medium
CF-001080,SEC-1080,Customer Impact,Very High
CF-001081,MOB-1081,Business Value,Medium
CF-001083,CRM-1083,Customer Impact,Medium
CF-001084,DATA-1084,Risk Level,High
CF-001085,CLOUD-1085,Customer Impact,Very High
CF-001086,BANK-1086,Customer Impact,High
CF-001087,ECOM-1087,Risk Level,Very High
CF-001088,DATA-1088,Technical Complexity,Medium
CF-001089,CLOUD-1089,Risk Level,Very High
CF-001090,ECOM-1090,Technical Complexity,Medium
CF-001091,MOB-1091,Business Value,Medium
CF-001092,CRM-1092,Risk Level,Medium
CF-001094,ERP-1094,Technical Complexity,High
CF-001095,PORTAL-1095,Customer Impact,Medium
CF-001096,MOB-1096,Business Value,Low
CF-001097,BI-1097,Risk Level,High
CF-001098,CRM-1098,Risk Level,Medium
CF-001099,DATA-1099,Risk Level,Very High
CF-001101,DATA-1101,Technical Complexity,Low
CF-001102,BI-1102,Technical Complexity,Very High
CF-001103,SEC-1103,Customer Impact,High
CF-001104,DATA-1104,Business Value,Low
CF-001105,PORTAL-1105,Risk Level,High
CF-001106,CLOUD-1106,Story Points,Low
CF-001107,MOB-1107,Technical Complexity,High
CF-001108,PORTAL-1108,Customer Impact,Medium
CF-001109,DATA-1109,Technical Complexity,Very High
CF-001111,MOB-1111,Business Value,Low
CF-001112,SEC-1112,Story Points,High
CF-001113,CRM-1113,Customer Impact,Very High
CF-001116,ECOM-1116,Customer Impact,Very High
CF-001117,SEC-1117,Risk Level,Very High
CF-001118,MOB-1118,Risk Level,Low
CF-001119,CLOUD-1119,Story Points,Low
CF-001121,BANK-1121,Business Value,Medium
CF-001123,BANK-1123,Risk Level,Medium
CF-001124,CRM-1124,Technical Complexity,Very High
CF-001125,CLOUD-1125,Customer Impact,High
CF-001126,PORTAL-1126,Risk Level,Very High
CF-001128,DATA-1128,Technical Complexity,Medium
CF-001129,CLOUD-1129,Business Value,High
CF-001130,MOB-1130,Story Points,High
CF-001131,MOB-1131,Customer Impact,Low
CF-001133,BI-1133,Customer Impact,Medium
CF-001134,PORTAL-1134,Risk Level,Very High
CF-001135,DATA-1135,Risk Level,Medium
CF-001136,CLOUD-1136,Story Points,Low
CF-001137,CRM-1137,Story Points,Medium
CF-001138,PORTAL-1138,Customer Impact,High
CF-001140,ECOM-1140,Risk Level,High
CF-001142,SEC-1142,Business Value,High
CF-001145,BANK-1145,Business Value,Low
CF-001146,SEC-1146,Business Value,Very High
CF-001147,BANK-1147,Customer Impact,High
CF-001148,MOB-1148,Customer Impact,High
CF-001150,SEC-1150,Business Value,Very High
CF-001151,MOB-1151,Technical Complexity,Medium
CF-001152,ECOM-1152,Technical Complexity,Very High
CF-001153,BANK-1153,Business Value,Medium
CF-001154,DATA-1154,Risk Level,High
CF-001158,MOB-1158,Story Points,Low
CF-001159,BI-1159,Technical Complexity,Medium
CF-001160,ERP-1160,Technical Complexity,High
CF-001161,CRM-1161,Business Value,Medium
CF-001162,CRM-1162,Customer Impact,Medium
CF-001163,BANK-1163,Story Points,Low
CF-001164,ECOM-1164,Business Value,Medium
CF-001165,BI-1165,Risk Level,Low
CF-001166,ERP-1166,Story Points,Very High
CF-001167,PORTAL-1167,Story Points,Medium
CF-001169,DATA-1169,Risk Level,Medium
CF-001170,BI-1170,Customer Impact,Medium
CF-001172,PORTAL-1172,Customer Impact,Low
CF-001173,MOB-1173,Technical Complexity,Medium
CF-001174,ERP-1174,Technical Complexity,Very High
CF-001175,MOB-1175,Story Points,Very High
CF-001176,ERP-1176,Business Value,Low
CF-001177,CRM-1177,Technical Complexity,High
CF-001178,BANK-1178,Technical Complexity,Very High
CF-001179,ERP-1179,Technical Complexity,Low
CF-001181,ERP-1181,Customer Impact,High
CF-001182,CLOUD-1182,Story Points,Low
CF-001183,BANK-1183,Customer Impact,Very High
CF-001184,BI-1184,Story Points,High
CF-001185,MOB-1185,Story Points,High
CF-001186,CLOUD-1186,Story Points,High
CF-001187,DATA-1187,Story Points,Medium
CF-001189,BI-1189,Story Points,Low
CF-001191,DATA-1191,Story Points,Medium
CF-001193,CLOUD-1193,Customer Impact,Low
CF-001194,BANK-1194,Story Points,Medium
CF-001195,BI-1195,Technical Complexity,High
CF-001197,ERP-1197,Story Points,Medium
CF-001198,PORTAL-1198,Technical Complexity,Medium
CF-001199,CRM-1199,Risk Level,Low
CF-001200,CLOUD-1200,Technical Complexity,Very High
CF-001201,BI-1201,Story Points,Medium
CF-001203,BI-1203,Customer Impact,Medium
CF-001204,MOB-1204,Technical Complexity,Medium
CF-001205,BANK-1205,Customer Impact,High
CF-001206,DATA-1206,Business Value,Very High
CF-001207,ERP-1207,Business Value,Very High
CF-001208,BI-1208,Story Points,Medium
CF-001209,ERP-1209,Customer Impact,Medium
CF-001210,SEC-1210,Business Value,High
CF-001211,SEC-1211,Business Value,Very High
CF-001212,MOB-1212,Customer Impact,Very High
CF-001214,SEC-1214,Story Points,Low
CF-001215,SEC-1215,Business Value,Medium
CF-001216,SEC-1216,Customer Impact,Very High
CF-001217,SEC-1217,Technical Complexity,Low
CF-001218,CRM-1218,Customer Impact,Very High
CF-001220,DATA-1220,Business Value,Medium
CF-001221,DATA-1221,Business Value,High
CF-001222,BI-1222,Business Value,Low
CF-001223,ERP-1223,Technical Complexity,High
CF-001224,BANK-1224,Technical Complexity,High
CF-001225,MOB-1225,Customer Impact,Medium
CF-001226,ERP-1226,Business Value,Very High
CF-001227,PORTAL-1227,Story Points,Very High
CF-001228,ERP-1228,Story Points,Low
CF-001229,DATA-1229,Risk Level,Medium
CF-001230,SEC-1230,Story Points,Medium
CF-001231,CRM-1231,Customer Impact,Low
CF-001233,SEC-1233,Story Points,Medium
CF-001234,SEC-1234,Business Value,Very High
CF-001235,SEC-1235,Business Value,Low
CF-001236,DATA-1236,Customer Impact,High
CF-001238,MOB-1238,Story Points,Very High
CF-001239,PORTAL-1239,Risk Level,Very High
CF-001241,BI-1241,Technical Complexity,High
CF-001243,CLOUD-1243,Risk Level,Very High
CF-001244,SEC-1244,Business Value,High
CF-001245,PORTAL-1245,Risk Level,Medium
CF-001246,PORTAL-1246,Customer Impact,High
CF-001247,MOB-1247,Business Value,Medium
CF-001248,SEC-1248,Customer Impact,Very High
CF-001249,BI-1249,Technical Complexity,Medium
CF-001251,ERP-1251,Story Points,Medium
CF-001252,ERP-1252,Technical Complexity,Low
CF-001254,BI-1254,Technical Complexity,Medium
CF-001257,PORTAL-1257,Risk Level,High
CF-001258,ERP-1258,Story Points,High
CF-001260,ERP-1260,Customer Impact,Medium
CF-001262,SEC-1262,Technical Complexity,Very High
CF-001264,ERP-1264,Business Value,Medium
CF-001265,SEC-1265,Technical Complexity,Medium
CF-001266,CRM-1266,Customer Impact,High
CF-001267,MOB-1267,Story Points,Medium
CF-001269,DATA-1269,Story Points,Medium
CF-001270,MOB-1270,Risk Level,Medium
CF-001271,ERP-1271,Customer Impact,Very High
CF-001272,PORTAL-1272,Customer Impact,Very High
CF-001273,BI-1273,Risk Level,High
CF-001274,PORTAL-1274,Story Points,High
CF-001275,MOB-1275,Business Value,High
CF-001276,MOB-1276,Customer Impact,Medium
CF-001278,MOB-1278,Customer Impact,Very High
CF-001279,SEC-1279,Customer Impact,Very High
CF-001280,DATA-1280,Customer Impact,High
CF-001281,SEC-1281,Risk Level,Medium
CF-001282,SEC-1282,Story Points,Low
CF-001283,BI-1283,Business Value,Low
CF-001284,BI-1284,Story Points,High
CF-001285,ERP-1285,Customer Impact,High
CF-001286,MOB-1286,Risk Level,Very High
CF-001288,BI-1288,Customer Impact,High
CF-001289,ERP-1289,Risk Level,Very High
CF-001291,ECOM-1291,Customer Impact,Very High
CF-001293,CRM-1293,Business Value,Very High
CF-001294,ERP-1294,Risk Level,Low
CF-001295,DATA-1295,Customer Impact,Medium
CF-001296,MOB-1296,Risk Level,High
CF-001298,BANK-1298,Risk Level,Medium
CF-001299,DATA-1299,Story Points,High
CF-001300,ERP-1300,Technical Complexity,Low
CF-001301,BI-1301,Technical Complexity,Very High
CF-001302,DATA-1302,Customer Impact,High
CF-001303,CRM-1303,Customer Impact,Very High
CF-001305,CLOUD-1305,Story Points,Medium
CF-001306,CLOUD-1306,Risk Level,High
CF-001307,ECOM-1307,Risk Level,High
CF-001309,ECOM-1309,Story Points,High
CF-001311,BANK-1311,Story Points,High
CF-001313,BI-1313,Story Points,High
CF-001314,ECOM-1314,Story Points,High
CF-001316,PORTAL-1316,Customer Impact,High
CF-001317,CLOUD-1317,Risk Level,Low
CF-001318,ERP-1318,Risk Level,Very High
CF-001319,BI-1319,Risk Level,Medium
CF-001320,CLOUD-1320,Technical Complexity,High
CF-001321,SEC-1321,Customer Impact,Medium
CF-001322,MOB-1322,Technical Complexity,Medium
CF-001323,BANK-1323,Story Points,Medium
CF-001324,DATA-1324,Story Points,Medium
CF-001326,ECOM-1326,Risk Level,Medium
CF-001328,DATA-1328,Risk Level,High
CF-001329,ECOM-1329,Story Points,Very High
CF-001332,CRM-1332,Risk Level,High
CF-001333,ERP-1333,Technical Complexity,Medium
CF-001334,BANK-1334,Technical Complexity,Low
CF-001335,ERP-1335,Customer Impact,Medium
CF-001336,ECOM-1336,Risk Level,Medium
CF-001339,BI-1339,Risk Level,Very High
CF-001340,CLOUD-1340,Customer Impact,High
CF-001341,ERP-1341,Story Points,High
CF-001342,MOB-1342,Technical Complexity,Low
CF-001344,BI-1344,Customer Impact,High
CF-001345,ECOM-1345,Business Value,Low
CF-001347,BI-1347,Business Value,High
CF-001348,BI-1348,Technical Complexity,Medium
CF-001349,PORTAL-1349,Business Value,High
CF-001351,CRM-1351,Business Value,High
CF-001352,MOB-1352,Risk Level,Low
CF-001354,PORTAL-1354,Story Points,Medium
CF-001355,ECOM-1355,Technical Complexity,High
CF-001356,CLOUD-1356,Risk Level,Very High
CF-001357,ECOM-1357,Story Points,Very High
CF-001358,ECOM-1358,Technical Complexity,High
CF-001361,CRM-1361,Customer Impact,Medium
CF-001362,MOB-1362,Customer Impact,High
CF-001363,BI-1363,Story Points,Medium
CF-001364,CLOUD-1364,Technical Complexity,Very High
CF-001365,ECOM-1365,Customer Impact,Medium
CF-001366,CRM-1366,Risk Level,Medium
CF-001367,ERP-1367,Story Points,Very High
CF-001368,CLOUD-1368,Technical Complexity,Very High
CF-001369,ECOM-1369,Customer Impact,Very High
CF-001370,MOB-1370,Business Value,Low
CF-001371,CRM-1371,Risk Level,Very High
CF-001372,CLOUD-1372,Story Points,Medium
CF-001374,PORTAL-1374,Story Points,Very High
CF-001375,PORTAL-1375,Technical Complexity,Medium
CF-001376,SEC-1376,Story Points,High
CF-001377,CRM-1377,Story Points,Medium
CF-001379,SEC-1379,Customer Impact,Medium
CF-001381,MOB-1381,Story Points,Low
CF-001382,CRM-1382,Technical Complexity,Medium
CF-001383,BI-1383,Customer Impact,Low
CF-001386,CLOUD-1386,Risk Level,High
CF-001387,SEC-1387,Customer Impact,Low
CF-001388,BI-1388,Business Value,Low
CF-001391,BI-1391,Risk Level,Medium
CF-001392,CLOUD-1392,Customer Impact,Very High
CF-001393,MOB-1393,Technical Complexity,Medium
CF-001394,CRM-1394,Risk Level,Very High
CF-001397,ECOM-1397,Story Points,Low
CF-001398,CRM-1398,Business Value,Very High
CF-001399,SEC-1399,Technical Complexity,High
CF-001400,CLOUD-1400,Story Points,Medium
CF-001401,DATA-1401,Story Points,Low
CF-001402,CLOUD-1402,Technical Complexity,Low
CF-001403,ERP-1403,Risk Level,Medium
CF-001404,CLOUD-1404,Technical Complexity,High
CF-001405,CLOUD-1405,Business Value,Very High
CF-001408,PORTAL-1408,Risk Level,Low
CF-001410,CRM-1410,Risk Level,Low
CF-001411,PORTAL-1411,Story Points,Very High
CF-001412,PORTAL-1412,Story Points,Low
CF-001413,ERP-1413,Risk Level,Very High
CF-001414,BI-1414,Business Value,Low
CF-001417,CLOUD-1417,Technical Complexity,Low
CF-001421,BANK-1421,Business Value,Very High
CF-001422,MOB-1422,Story Points,Low
CF-001424,CLOUD-1424,Risk Level,Low
CF-001426,CRM-1426,Story Points,Medium
CF-001428,SEC-1428,Risk Level,Medium
CF-001429,PORTAL-1429,Story Points,Medium
CF-001430,ECOM-1430,Risk Level,Low
CF-001431,MOB-1431,Story Points,High
CF-001433,DATA-1433,Risk Level,Very High
CF-001434,CLOUD-1434,Risk Level,Very High
CF-001435,CLOUD-1435,Story Points,Low
CF-001436,ECOM-1436,Business Value,Medium
CF-001437,ECOM-1437,Technical Complexity,Medium
CF-001438,SEC-1438,Technical Complexity,Medium
CF-001440,ERP-1440,Customer Impact,Medium
CF-001441,MOB-1441,Story Points,Very High
CF-001442,CLOUD-1442,Business Value,Low
CF-001443,PORTAL-1443,Customer Impact,Very High
CF-001445,DATA-1445,Story Points,Medium
CF-001446,ECOM-1446,Business Value,Medium
CF-001447,ERP-1447,Story Points,Very High
CF-001448,ECOM-1448,Risk Level,Medium
CF-001449,BANK-1449,Business Value,High
CF-001450,PORTAL-1450,Customer Impact,Very High
CF-001451,CRM-1451,Customer Impact,Very High
CF-001453,PORTAL-1453,Technical Complexity,Very High
CF-001454,SEC-1454,Technical Complexity,Very High
CF-001455,CLOUD-1455,Customer Impact,Low
CF-001460,ERP-1460,Technical Complexity,High
CF-001461,CRM-1461,Technical Complexity,Medium
CF-001462,ERP-1462,Business Value,High
CF-001463,BANK-1463,Technical Complexity,Medium
CF-001464,BANK-1464,Customer Impact,Low
CF-001465,CLOUD-1465,Technical Complexity,High
CF-001466,MOB-1466,Risk Level,Very High
CF-001467,BANK-1467,Risk Level,High
CF-001468,CLOUD-1468,Risk Level,Medium
CF-001469,CLOUD-1469,Technical Complexity,High
CF-001470,BI-1470,Story Points,High
CF-001471,CRM-1471,Risk Level,Low
CF-001472,ECOM-1472,Business Value,High
CF-001473,CRM-1473,Business Value,High
CF-001475,SEC-1475,Customer Impact,Medium
CF-001476,MOB-1476,Technical Complexity,High
CF-001477,ECOM-1477,Risk Level,Low
CF-001478,SEC-1478,Technical Complexity,Low
CF-001479,MOB-1479,Business Value,Medium
CF-001480,PORTAL-1480,Customer Impact,High
CF-001481,CRM-1481,Customer Impact,Medium
CF-001482,ECOM-1482,Business Value,High
CF-001484,BANK-1484,Customer Impact,High
CF-001486,CRM-1486,Technical Complexity,Very High
CF-001487,SEC-1487,Customer Impact,High
CF-001488,CRM-1488,Story Points,Low
CF-001490,SEC-1490,Technical Complexity,Very High
CF-001491,ECOM-1491,Technical Complexity,High
CF-001492,BANK-1492,Story Points,High
CF-001494,SEC-1494,Business Value,High
CF-001495,BANK-1495,Risk Level,Medium
CF-001496,BI-1496,Risk Level,Medium
CF-001497,DATA-1497,Risk Level,High
CF-001498,BI-1498,Story Points,Medium
CF-001499,CLOUD-1499,Customer Impact,High
CF-001500,CRM-1500,Customer Impact,Very High
CF-001501,MOB-1501,Story Points,Very High
CF-001502,CLOUD-1502,Customer Impact,Very High
CF-001504,CLOUD-1504,Technical Complexity,Low
CF-001505,MOB-1505,Business Value,Low
CF-001507,ECOM-1507,Technical Complexity,Medium
CF-001508,SEC-1508,Risk Level,Medium
CF-001509,CLOUD-1509,Customer Impact,Medium
CF-001510,SEC-1510,Story Points,Medium
CF-001511,BI-1511,Customer Impact,Very High
CF-001512,ECOM-1512,Business Value,High
CF-001513,CLOUD-1513,Risk Level,Very High
CF-001514,BI-1514,Technical Complexity,Low
CF-001516,BI-1516,Customer Impact,High
CF-001517,CRM-1517,Story Points,Medium
CF-001518,CLOUD-1518,Story Points,High
CF-001519,PORTAL-1519,Risk Level,High
CF-001520,ERP-1520,Story Points,Low
CF-001521,CLOUD-1521,Story Points,Medium
CF-001522,BANK-1522,Technical Complexity,High
CF-001523,ECOM-1523,Business Value,Low
CF-001524,CRM-1524,Business Value,Low
CF-001525,ERP-1525,Customer Impact,Medium
CF-001526,CLOUD-1526,Customer Impact,Low
CF-001527,MOB-1527,Technical Complexity,Low
CF-001529,MOB-1529,Business Value,Low
CF-001531,PORTAL-1531,Customer Impact,Low
CF-001532,CRM-1532,Technical Complexity,Low
CF-001533,CRM-1533,Customer Impact,High
CF-001535,BANK-1535,Risk Level,Low
CF-001536,CRM-1536,Technical Complexity,Very High
CF-001538,ERP-1538,Technical Complexity,Low
CF-001539,PORTAL-1539,Story Points,Low
CF-001541,DATA-1541,Business Value,Very High
CF-001542,ERP-1542,Risk Level,Low
CF-001543,BI-1543,Business Value,High
CF-001544,BANK-1544,Risk Level,Very High
CF-001545,ECOM-1545,Customer Impact,Medium
CF-001547,BI-1547,Business Value,Medium
CF-001548,CRM-1548,Risk Level,Low
CF-001550,ERP-1550,Risk Level,Medium
CF-001551,SEC-1551,Risk Level,Low
CF-001552,ECOM-1552,Technical Complexity,Medium
CF-001553,BANK-1553,Risk Level,Very High
CF-001554,CLOUD-1554,Business Value,Medium
CF-001555,MOB-1555,Story Points,Very High
CF-001557,CRM-1557,Technical Complexity,Low
CF-001558,CLOUD-1558,Customer Impact,Medium
CF-001559,ECOM-1559,Technical Complexity,Very High
CF-001561,BANK-1561,Technical Complexity,Medium
CF-001562,DATA-1562,Business Value,Low
CF-001565,ERP-1565,Technical Complexity,Medium
CF-001566,CLOUD-1566,Customer Impact,Very High
CF-001567,PORTAL-1567,Story Points,Medium
CF-001568,SEC-1568,Risk Level,Medium
CF-001569,CLOUD-1569,Customer Impact,Medium
CF-001570,ECOM-1570,Technical Complexity,Medium
CF-001571,PORTAL-1571,Risk Level,Medium
CF-001575,MOB-1575,Story Points,Medium
CF-001576,CLOUD-1576,Story Points,Very High
CF-001578,SEC-1578,Business Value,Very High
CF-001579,ERP-1579,Risk Level,High
